"Make","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","selling_price_dollars","age","selling_price_binary"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Jaguar",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,35243,5,"No"
"Lexus",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,66950,3,"No"
"Jaguar",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,41600,5,"No"
"Tata",2015,503000,110000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,6539,7,"Yes"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Mitsubishi",1999,155000,1e+05,"Diesel","Individual","Manual","Third Owner",14.8,1998,68,5,2015,23,"Yes"
"Jaguar",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,35243,5,"No"
"Lexus",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,66950,3,"No"
"Jaguar",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,41600,5,"No"
"Tata",2015,503000,110000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,6539,7,"Yes"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Ford",2015,590000,80000,"Diesel","Individual","Manual","First Owner",25.01,1498,89.75,5,7670,7,"Yes"
"Hyundai",2016,350000,120000,"Diesel","Individual","Manual","Second Owner",24.4,1120,71,5,4550,6,"Yes"
"Maruti",2017,484999,30000,"Petrol","Individual","Manual","First Owner",20.89,1197,81.8,5,6304.987,5,"Yes"
"Tata",2015,240000,110000,"Diesel","Individual","Manual","Second Owner",19.1,1405,70,5,3120,7,"Yes"
"Toyota",2008,5e+05,219000,"Diesel","Individual","Manual","Second Owner",12.8,2494,102,8,6500,14,"Yes"
"Maruti",2017,3e+05,80000,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,3900,5,"Yes"
"Maruti",2016,750000,80000,"Diesel","Individual","Manual","First Owner",28.09,1248,88.5,5,9750,6,"Yes"
"Maruti",2016,574000,35000,"Petrol","Individual","Manual","Second Owner",20.85,1197,83.14,5,7462,6,"Yes"
"Tata",2013,2e+05,167000,"Diesel","Individual","Manual","First Owner",22.3,1248,88.8,5,2600,9,"Yes"
"Hyundai",2016,1100000,94000,"Diesel","Individual","Manual","First Owner",19.67,1582,126.2,5,14300,6,"No"
"Hyundai",2012,350000,80000,"Petrol","Individual","Manual","First Owner",17.92,1086,62.1,5,4550,10,"Yes"
"Maruti",1998,70000,1e+05,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,910,24,"Yes"
"Ford",2005,120000,90000,"Petrol","Individual","Manual","Second Owner",13.8,1299,70,5,1560,17,"Yes"
"Toyota",2012,7e+05,246000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100,7,9100,10,"Yes"
"Maruti",2019,5e+05,10000,"Petrol","Individual","Manual","First Owner",21.4,1197,83.1,5,6500,3,"Yes"
"Tata",2016,370000,90000,"Diesel","Individual","Manual","First Owner",19.09,1405,69.01,5,4810,6,"Yes"
"Tata",2019,6e+05,5200,"Petrol","Individual","Manual","First Owner",20.3,1199,83.81,5,7800,3,"Yes"
"Maruti",2006,1e+05,120000,"Petrol","Individual","Manual","Second Owner",17.3,993,60,5,1300,16,"Yes"
"Maruti",2013,409999,90000,"Diesel","Individual","Manual","Second Owner",22.9,1248,74,5,5329.987,9,"Yes"
"Honda",2016,750000,50000,"Petrol","Individual","Automatic","First Owner",18,1497,117.3,5,9750,6,"Yes"
"Hyundai",2017,6e+05,5000,"Petrol","Individual","Manual","First Owner",18.9,1197,81.86,5,7800,5,"Yes"
"Mahindra",2018,550000,10500,"Petrol","Individual","Manual","First Owner",18.15,1198,82,6,7150,4,"Yes"
"Renault",2018,950000,26000,"Diesel","Individual","Manual","First Owner",19.6,1461,108.45,5,12350,4,"No"
"Mahindra",2014,645000,139000,"Diesel","Individual","Automatic","First Owner",11.79,2179,120,8,8385,8,"Yes"
"Mahindra",2014,750000,60000,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,9750,8,"Yes"
"Mercedes-Benz",2006,650000,40000,"Petrol","Individual","Manual","First Owner",11.7,1796,178,5,8450,16,"Yes"
"Ford",2015,8e+05,25000,"Petrol","Individual","Manual","First Owner",15.85,1499,110.4,5,10400,7,"No"
"Toyota",2010,350000,60000,"Petrol","Individual","Manual","Second Owner",14.53,1798,138,5,4550,12,"Yes"
"Ford",2015,7e+05,25000,"Petrol","Individual","Manual","First Owner",15.85,1499,110.4,5,9100,7,"Yes"
"Maruti",2011,335000,15000,"Petrol","Individual","Manual","First Owner",17.5,1298,85.8,5,4355,11,"Yes"
"Maruti",2012,270000,110000,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,3510,10,"Yes"
"Maruti",2010,320000,1e+05,"Diesel","Individual","Manual","Second Owner",19.3,1248,73.9,5,4160,12,"Yes"
"Hyundai",2007,120000,120000,"Petrol","Individual","Manual","First Owner",17.8,1086,63,5,1560,15,"Yes"
"Audi",2010,730000,55000,"Petrol","Individual","Automatic","Second Owner",12.3,1781,163.2,5,9490,12,"Yes"
"Maruti",2007,125000,120000,"Petrol","Individual","Manual","Third Owner",15,1586,104.68,5,1625,15,"Yes"
"Maruti",2007,150000,35000,"Petrol","Individual","Manual","First Owner",18.2,1061,64,5,1950,15,"Yes"
"Maruti",2018,310000,13000,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,4030,4,"Yes"
"Maruti",2015,625000,50000,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,8125,7,"Yes"
"Hyundai",2012,267000,40000,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,3471,10,"Yes"
"Hyundai",2016,6e+05,25000,"Petrol","Individual","Manual","First Owner",17.19,1197,81.86,5,7800,6,"Yes"
"Maruti",2011,180000,110000,"Petrol","Individual","Manual","Second Owner",15.37,1196,73,7,2340,11,"Yes"
"Toyota",2019,7e+05,5000,"Petrol","Individual","Manual","First Owner",23.87,1197,88.5,5,9100,3,"Yes"
"Maruti",2013,121000,50000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,1573,9,"Yes"
"Hyundai",2014,350000,80000,"Petrol","Individual","Manual","Third Owner",18.9,1197,82,5,4550,8,"Yes"
"Toyota",2012,869999,225000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100,8,11309.987,10,"No"
"Jaguar",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,35243,5,"No"
"Lexus",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,66950,3,"No"
"Jaguar",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,41600,5,"No"
"Tata",2015,503000,110000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,6539,7,"Yes"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Maruti",2008,80000,1e+05,"Petrol","Individual","Manual","Third Owner",17.3,1061,64,5,1040,14,"Yes"
"Hyundai",2008,120000,93331,"Petrol","Individual","Manual","Second Owner",19.81,1086,68.05,5,1560,14,"Yes"
"Mahindra",2012,370000,120000,"Diesel","Individual","Manual","Second Owner",13.5,2179,115,5,4810,10,"Yes"
"Nissan",2015,750000,70000,"Diesel","Individual","Manual","First Owner",19.01,1461,108.5,5,9750,7,"Yes"
"Mahindra",2015,484999,1e+05,"Diesel","Individual","Manual","First Owner",15.96,2523,63,9,6304.987,7,"Yes"
"Hyundai",2006,120000,90000,"Diesel","Individual","Manual","Second Owner",13.1,1493,82,5,1560,16,"Yes"
"Honda",2017,860000,28000,"Petrol","Individual","Manual","First Owner",17.8,1497,117.3,5,11180,5,"No"
"Maruti",2018,650000,50000,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,8450,4,"Yes"
"Maruti",2014,650000,90000,"Diesel","Individual","Manual","First Owner",20.77,1248,88.8,7,8450,8,"Yes"
"Hyundai",2016,710000,40000,"Diesel","Individual","Manual","First Owner",24.8,1396,88.7,5,9230,6,"Yes"
"Ford",2017,430000,113000,"Diesel","Individual","Manual","First Owner",25.83,1498,99,5,5590,5,"Yes"
"Maruti",2011,305000,188000,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,3965,11,"Yes"
"Ford",2011,220000,1e+05,"Diesel","Individual","Manual","First Owner",20,1399,68,5,2860,11,"Yes"
"Tata",2010,150000,225000,"Diesel","Individual","Manual","Third Owner",14,1948,90,9,1950,12,"Yes"
"Mahindra",2017,660000,67000,"Diesel","Individual","Manual","Second Owner",18.49,1493,100,7,8580,5,"Yes"
"Chevrolet",2011,140000,70000,"Diesel","Individual","Manual","Fourth & Above Owner",25.44,936,57.6,5,1820,11,"Yes"
"Toyota",2015,1100000,50000,"Petrol","Individual","Manual","First Owner",14.28,1798,138.03,5,14300,7,"No"
"Jaguar",2013,2450000,60000,"Diesel","Individual","Automatic","First Owner",16.36,2179,187.7,5,31850,9,"No"
"Volkswagen",2017,625000,34000,"Diesel","Individual","Automatic","First Owner",22,1498,108.495,5,8125,5,"Yes"
"Honda",2004,198000,110000,"Petrol","Individual","Manual","Third Owner",12.8,1493,100,5,2574,18,"Yes"
"Maruti",2005,130000,140000,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,1690,17,"Yes"
"Honda",2012,540000,1e+05,"Petrol","Individual","Manual","Second Owner",16.8,1497,116.3,5,7020,10,"Yes"
"Hyundai",2017,550000,10000,"Petrol","Individual","Automatic","First Owner",18.9,1197,81.86,5,7150,5,"Yes"
"Maruti",2018,475000,30000,"Petrol","Individual","Manual","First Owner",21.63,998,67.04,5,6175,4,"Yes"
"Toyota",2016,3100000,90000,"Diesel","Individual","Automatic","First Owner",15.04,2755,174.5,7,40300,6,"No"
"Maruti",2010,217000,120000,"Diesel","Individual","Manual","First Owner",21.1,1248,73.9,5,2821,12,"Yes"
"Maruti",2019,750000,6500,"Petrol","Individual","Automatic","First Owner",21.21,1197,81.8,5,9750,3,"Yes"
"Maruti",2010,350000,80000,"Petrol","Individual","Manual","First Owner",11.96,1298,80,8,4550,12,"Yes"
"Mahindra",2008,4e+05,1e+05,"Diesel","Individual","Manual","Third Owner",12.05,2179,120,7,5200,14,"Yes"
"Toyota",2015,570000,120000,"Diesel","Individual","Manual","Second Owner",23.59,1364,67.05,5,7410,7,"Yes"
"Hyundai",2012,180000,120000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,2340,10,"Yes"
"Other",1998,68000,110000,"Petrol","Individual","Manual","Third Owner",13.1,1598,77,5,884,24,"Yes"
"Skoda",2006,280000,150000,"Diesel","Individual","Manual","Third Owner",18.7,1896,66,5,3640,16,"Yes"
"Tata",2005,90000,120000,"Diesel","Individual","Manual","Fourth & Above Owner",16.1,1405,70,5,1170,17,"Yes"
"Mercedes-Benz",2015,2600000,1e+05,"Diesel","Individual","Automatic","Second Owner",15.26,2143,203.2,5,33800,7,"No"
"Tata",2018,7e+05,63000,"Diesel","Individual","Manual","First Owner",15.3,2956,83.83,7,9100,4,"Yes"
"Mercedes-Benz",2016,1850000,40000,"Diesel","Individual","Automatic","Second Owner",17.9,2143,136,5,24050,6,"No"
"Ford",2015,685000,109000,"Diesel","Dealer","Manual","First Owner",22.7,1498,89.84,5,8905,7,"Yes"
"Maruti",2015,565000,114000,"Diesel","Dealer","Manual","First Owner",25.2,1248,73.94,5,7345,7,"Yes"
"Skoda",2017,1600000,33000,"Petrol","Dealer","Automatic","Second Owner",14.7,1798,177.5,5,20800,5,"No"
"Hyundai",2014,395000,160000,"Diesel","Dealer","Manual","Third Owner",24,1120,70,5,5135,8,"Yes"
"Hyundai",2013,425000,101000,"Diesel","Dealer","Manual","First Owner",21.9,1396,88.76,5,5525,9,"Yes"
"Volkswagen",2019,1350000,5400,"Diesel","Dealer","Manual","Test Drive Car",22.27,1498,108.6,5,17550,3,"No"
"Hyundai",2016,1950000,45000,"Diesel","Dealer","Automatic","Second Owner",16.38,1995,183,5,25350,6,"No"
"Renault",2018,535000,31000,"Petrol","Dealer","Automatic","First Owner",24.04,999,67,5,6955,4,"Yes"
"Renault",2018,5e+05,31000,"Petrol","Dealer","Manual","First Owner",23.01,999,67,5,6500,4,"Yes"
"Maruti",2016,434999,55000,"Petrol","Dealer","Manual","First Owner",20.52,1197,81.8,5,5654.987,6,"Yes"
"Tata",2018,250000,55000,"Petrol","Dealer","Automatic","First Owner",21.9,624,37.48,4,3250,4,"Yes"
"Hyundai",2014,7e+05,117000,"Diesel","Dealer","Manual","First Owner",22.32,1582,126.32,5,9100,8,"Yes"
"BMW",2010,1100000,102000,"Diesel","Dealer","Automatic","First Owner",19.62,1995,187.74,5,14300,12,"No"
"Volkswagen",2012,9e+05,108000,"Diesel","Dealer","Automatic","First Owner",17.42,1968,175,5,11700,10,"No"
"Maruti",2015,425000,75000,"Petrol","Dealer","Manual","First Owner",20.52,1197,81.8,5,5525,7,"Yes"
"Mercedes-Benz",2011,1600000,74000,"Diesel","Dealer","Automatic","First Owner",10,2148,170,5,20800,11,"No"
"Ford",2013,325000,158000,"Diesel","Dealer","Manual","First Owner",24.4,1499,98.96,5,4225,9,"Yes"
"Other",2019,2700000,10000,"Diesel","Individual","Automatic","First Owner",13.8,2999,174.57,7,35100,3,"No"
"Ford",2018,950000,40000,"Diesel","Individual","Manual","First Owner",23,1498,98.96,5,12350,4,"No"
"Tata",2019,1140000,10000,"Diesel","Individual","Automatic","First Owner",21.5,1497,108.5,5,14820,3,"No"
"Tata",2017,980000,53000,"Diesel","Individual","Manual","First Owner",17.6,2179,147.94,7,12740,5,"No"
"Jeep",2017,1920000,20000,"Diesel","Individual","Manual","Second Owner",16.3,1956,170,5,24960,5,"No"
"Volkswagen",2020,808000,5000,"Petrol","Individual","Manual","First Owner",18.24,999,108.6,5,10504,2,"No"
"Maruti",2014,550000,30000,"Petrol","Individual","Manual","First Owner",19.1,1197,85.8,5,7150,8,"Yes"
"Maruti",2010,215000,64000,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,2795,12,"Yes"
"Ford",2016,512000,10500,"Petrol","Individual","Manual","First Owner",18.16,1196,86.8,5,6656,6,"Yes"
"Maruti",2011,215000,50000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,2795,11,"Yes"
"Skoda",2012,5e+05,60000,"Diesel","Individual","Manual","First Owner",20.5,1598,103.5,5,6500,10,"Yes"
"Skoda",2015,7e+05,35000,"Diesel","Individual","Manual","First Owner",21.14,1498,103.52,5,9100,7,"Yes"
"Tata",2012,525000,135000,"Diesel","Individual","Manual","First Owner",13.93,2179,138.03,7,6825,10,"Yes"
"Mahindra",2011,550000,70000,"Diesel","Individual","Manual","Second Owner",12.05,2179,120,9,7150,11,"Yes"
"Maruti",2016,750000,80000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,9750,6,"Yes"
"Maruti",2017,395000,25000,"Petrol","Individual","Manual","First Owner",21.63,998,67,5,5135,5,"Yes"
"Hyundai",2017,675000,5000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,8775,5,"Yes"
"Hyundai",2008,140000,80000,"Petrol","Individual","Manual","Third Owner",17.92,1086,62.1,5,1820,14,"Yes"
"Mahindra",2011,430000,120000,"Diesel","Individual","Manual","Second Owner",12.05,2179,120,8,5590,11,"Yes"
"Jaguar",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,35243,5,"No"
"Lexus",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,66950,3,"No"
"Jaguar",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,41600,5,"No"
"Tata",2015,503000,110000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,6539,7,"Yes"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
